fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,100.0%,0.999900,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,99.9%,0.999400,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,99.6%,0.996300,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Local corners -6.5,CORNERS_HOME UNDER.6.5,99.6%,0.995500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,Local corners -5.5,CORNERS_HOME UNDER.5.5,98.3%,0.983400,1.62,0.59,0.593200,EV positivo,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,98.1%,0.981000,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,98.1%,0.981000,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Local corners -4.5,CORNERS_HOME UNDER.4.5,94.7%,0.947300,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,94.7%,0.946700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,92.3%,0.922700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,SHOTS_ON_TARGET_TOTAL OVER.6.5,SHOTS_ON_TARGET_TOTAL OVER.6.5,92.1%,0.921400,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,Tarjetas total -2.5,CARDS_TOTALS UNDER.2.5,92.0%,0.919700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,Visita tarjetas -2.5,CARDS_AWAY UNDER.2.5,92.0%,0.919700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-27,16:00,Croatia vs Ghana,10Bet,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY OVER.0.5,91.7%,0.916800,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-27,16:00,Croatia vs Ghana,10Bet,TEAM_TOTAL_HOME UNDER.2.5,TEAM_TOTAL_HOME UNDER.2.5,90.5%,0.904500,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-27,16:00,Croatia vs Ghana,10Bet,Corners total -10.5,CORNERS_TOTALS UNDER.10.5,90.1%,0.901500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-27,16:00,Croatia vs Ghana,10Bet,Goles +1.5,TOTALS OVER.1.5,87.1%,0.871200,2.33,1.03,1.029900,EV positivo,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-27,16:00,Croatia vs Ghana,10Bet,1T +0.5,FIRST_HALF_TOTALS OVER.0.5,86.5%,0.864700,3.00,1.59,1.594000,EV positivo,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones
2026-06-27,16:00,Croatia vs Ghana,10Bet,Local corners -3.5,CORNERS_HOME UNDER.3.5,85.7%,0.857100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
