fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,97.4%,0.974300,1.03,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,113.43,113.434000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,CARDS_AWAY:OVER_0_5,91.8%,0.917900,1.09,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,94.79,94.792000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,William Hill,Betano,Goles -3.5,TOTALS UNDER.3.5,TOTALS:UNDER_3_5,89.3%,0.893500,1.12,1.03,-0.08,-0.079700,-0.09,0.92,1.29,0.15,0.152600,0.17,1.15,EV negativo,EV positivo Betano,Evitar,10,133.36,133.362000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,CARDS_HOME:UNDER_3_5,89.1%,0.891300,1.12,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,92.13,92.129000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Local goles -2.5,TEAM_TOTAL_HOME UNDER.2.5,TEAM_TOTAL_HOME:UNDER_2_5,88.8%,0.887800,1.13,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,104.78,104.784000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita goles -1.5,TEAM_TOTAL_AWAY UNDER.1.5,TEAM_TOTAL_AWAY:UNDER_1_5,87.0%,0.869800,1.15,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,102.98,102.980000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,CARDS_TOTALS:UNDER_6_5,85.6%,0.855800,1.17,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,93.58,93.579000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL:UNDER_9_5,85.0%,0.850200,1.18,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,88.02,88.018000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Local tarjetas +0.5,CARDS_HOME OVER.0.5,CARDS_HOME:OVER_0_5,83.5%,0.834700,1.20,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,86.47,86.470000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL:UNDER_26_5,82.0%,0.819700,1.22,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,84.97,84.972000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Tarjetas total +2.5,CARDS_TOTALS OVER.2.5,CARDS_TOTALS:OVER_2_5,80.3%,0.802600,1.25,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,88.27,88.265000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,DOUBLE_CHANCE 1X,DOUBLE_CHANCE 1X,DOUBLE_CHANCE:1X,80.1%,0.801400,1.25,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,125.14,125.137000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Local corners -6.5,CORNERS_HOME UNDER.6.5,CORNERS_HOME:UNDER_6_5,79.4%,0.794300,1.26,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,95.43,95.429000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL:OVER_18_5,78.1%,0.781500,1.28,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,81.15,81.150000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,CORNERS_AWAY:UNDER_6_5,76.2%,0.762200,1.31,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,92.22,92.218000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,Betano,Corners total +7.5,CORNERS_TOTALS OVER.7.5,CORNERS_TOTALS:OVER_7_5,75.9%,0.758800,1.32,,,,,,1.50,0.14,0.138200,0.18,1.14,Sin cuota/EV,EV positivo Betano,Solo modelo,6,116.09,116.093000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,CARDS_AWAY:UNDER_3_5,75.8%,0.757600,1.32,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,78.76,78.758000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,SHOTS_ON_TARGET_TOTAL UNDER.8.5,SHOTS_ON_TARGET_TOTAL UNDER.8.5,SHOTS_ON_TARGET_TOTAL:UNDER_8_5,75.5%,0.754800,1.32,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,78.48,78.477000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,Betano,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,CARDS_TOTALS:UNDER_5_5,73.7%,0.736700,1.36,,,,,,1.50,0.11,0.105100,0.14,1.11,Sin cuota/EV,EV positivo Betano,Solo modelo,3,91.35,91.348000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Visita corners +3.5,CORNERS_AWAY OVER.3.5,CORNERS_AWAY:OVER_3_5,73.5%,0.735000,1.36,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,89.50,89.497000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,William Hill,Betano,Goles -2.5,TOTALS UNDER.2.5,TOTALS:UNDER_2_5,73.4%,0.734400,1.36,1.15,-0.16,-0.155500,-0.21,0.84,1.75,0.29,0.285200,0.39,1.28,EV negativo,EV positivo Betano,Evitar,8,104.20,104.202000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
2026-09-13,07:00,Celta Vigo vs Malaga,,,Local tarjetas -2.5,CARDS_HOME UNDER.2.5,CARDS_HOME:UNDER_2_5,73.1%,0.730600,1.37,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,76.06,76.062000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/rc-celta-de-vigo-malaga-cf/88312155/,torneo actual,torneo actual,5,2.0,5.0,2026-09-07 · La Liga · Getafe 1-1 Celta Vigo (E); 2026-09-03 · La Liga · Real Sociedad 0-0 Celta Vigo (E); 2026-08-30 · La Liga · Celta Vigo 0-2 Athletic Club (P); 2026-08-27 · La Liga · Celta Vigo 1-2 Osasuna (P); 2026-08-22 · La Liga · Valencia 0-0 Celta Vigo (E),torneo actual,4,1.0,7.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-30 · La Liga · Real Madrid 4-0 Malaga (P); 2026-08-24 · La Liga · Malaga 1-1 Deportivo La Coruna (E); 2026-08-19 · La Liga · Atletico Madrid 2-0 Malaga (P)
