fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-06-26,14:00,Norway vs France,10Bet,Goles +1.5,TOTALS OVER.1.5,94.6%,0.946000,1.85,0.75,0.750100,EV positivo,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-26,14:00,Norway vs France,10Bet,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME OVER.0.5,93.1%,0.930700,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-26,14:00,Norway vs France,10Bet,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL UNDER.26.5,92.2%,0.922100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,88.9%,0.889300,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY OVER.0.5,86.3%,0.862800,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-26,14:00,Norway vs France,10Bet,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,84.9%,0.848700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,Goles +2.5,TOTALS OVER.2.5,84.5%,0.845500,3.65,2.09,2.086300,EV positivo,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-26,14:00,Norway vs France,10Bet,SHOTS_TOTAL UNDER.24.5,SHOTS_TOTAL UNDER.24.5,84.3%,0.843200,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,Local corners -6.5,CORNERS_HOME UNDER.6.5,83.1%,0.831100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,81.8%,0.818500,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-06-26,14:00,Norway vs France,10Bet,BTTS s?,BTTS YES,80.5%,0.804700,3.80,2.06,2.057800,EV positivo,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-26,14:00,Norway vs France,10Bet,Visita corners -5.5,CORNERS_AWAY UNDER.5.5,78.5%,0.785100,1.77,0.39,0.389700,EV positivo,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,1T +0.5,FIRST_HALF_TOTALS OVER.0.5,77.7%,0.776900,1.60,0.24,0.243000,EV positivo,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones
2026-06-26,14:00,Norway vs France,10Bet,Corners total -10.5,CORNERS_TOTALS UNDER.10.5,76.3%,0.763400,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-26,14:00,Norway vs France,10Bet,TEAM_TOTAL_HOME OVER.1.5,TEAM_TOTAL_HOME OVER.1.5,74.9%,0.749200,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
