fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_api,ev_api,ev_api_num,cuota_betano,ev_betano,ev_betano_num,estado_api,estado_betano,confianza,fuente,razon,riesgo,betano_url
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,CARDS_AWAY:OVER_0_5,96.7%,0.966600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Tarjetas total +2.5,CARDS_TOTALS OVER.2.5,CARDS_TOTALS:OVER_2_5,92.5%,0.925000,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL:OVER_18_5,91.5%,0.914600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Local tarjetas +0.5,CARDS_HOME OVER.0.5,CARDS_HOME:OVER_0_5,90.3%,0.903000,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,89.0%,0.890200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Visita tarjetas +1.5,CARDS_AWAY OVER.1.5,CARDS_AWAY:OVER_1_5,85.3%,0.853200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL:OVER_20_5,82.5%,0.825500,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Tarjetas total +3.5,CARDS_TOTALS OVER.3.5,CARDS_TOTALS:OVER_3_5,82.3%,0.823300,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,CORNERS_AWAY:UNDER_6_5,82.0%,0.820200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
2026-07-22,17:00,Independiente Medellin vs Vasco DA Gama,,Betano,Local goles -2.5,TEAM_TOTAL_HOME UNDER.2.5,TEAM_TOTAL_HOME:UNDER_2_5,80.6%,0.805900,,,,1.14,-0.08,-0.081300,Sin cuota/EV,EV negativo Betano,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/independiente-medellin-vasco-da-gama-rj/86525346/
