fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-19,11:30,Nottingham Forest vs Coventry,,Betano,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,CARDS_TOTALS:UNDER_4_5,61.3%,0.612600,1.63,,,,,,1.45,-0.11,-0.111700,-0.18,0.89,Sin cuota/EV,EV negativo Betano,Solo modelo,3,75.48,75.476000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Visita goles -0.5,TEAM_TOTAL_AWAY UNDER.0.5,TEAM_TOTAL_AWAY:UNDER_0_5,60.7%,0.606500,1.65,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,76.65,76.654000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,William Hill,Betano,Gana local,1X2 HOME,1X2:HOME,60.5%,0.604900,1.65,2.20,0.33,0.330800,0.55,1.33,1.62,-0.02,-0.020100,-0.03,0.98,EV positivo,EV negativo Betano,Valor,7,111.12,111.121000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,SHOTS_TOTAL OVER.22.5,SHOTS_TOTAL OVER.22.5,SHOTS_TOTAL:OVER_22_5,59.5%,0.595300,1.68,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,62.53,62.527000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,Betano,Tarjetas total +3.5,CARDS_TOTALS OVER.3.5,CARDS_TOTALS:OVER_3_5,58.3%,0.582600,1.72,,,,,,1.83,0.07,0.066200,0.11,1.07,Sin cuota/EV,EV positivo Betano,Solo modelo,3,75.32,75.316000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,Betano,Local goles -1.5,TEAM_TOTAL_HOME UNDER.1.5,TEAM_TOTAL_HOME:UNDER_1_5,57.8%,0.578100,1.73,,,,,,2.15,0.24,0.242900,0.42,1.24,Sin cuota/EV,EV positivo Betano,Solo modelo,4,85.70,85.698000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,William Hill,Betano,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,57.8%,0.577500,1.73,2.00,0.15,0.155000,0.27,1.16,1.25,-0.28,-0.278100,-0.48,0.72,EV positivo,EV negativo Betano,Valor,10,116.09,116.089000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,SHOTS_TOTAL UNDER.24.5,SHOTS_TOTAL UNDER.24.5,SHOTS_TOTAL:UNDER_24_5,56.8%,0.567500,1.76,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,59.75,59.751000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,SHOTS_ON_TARGET_TOTAL UNDER.6.5,SHOTS_ON_TARGET_TOTAL UNDER.6.5,SHOTS_ON_TARGET_TOTAL:UNDER_6_5,54.0%,0.539700,1.85,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,56.97,56.971000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,William Hill,Betano,1T -0.5,FIRST_HALF_TOTALS UNDER.0.5,FIRST_HALF_TOTALS:UNDER_0_5,53.5%,0.535300,1.87,3.25,0.74,0.739600,1.38,1.74,3.00,0.61,0.605900,1.13,1.61,EV positivo,EV positivo Betano,Valor,5,111.53,111.533000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,Betano,Corners total -8.5,CORNERS_TOTALS UNDER.8.5,CORNERS_TOTALS:UNDER_8_5,52.3%,0.523100,1.91,,,,,,2.45,0.28,0.281600,0.54,1.28,Sin cuota/EV,EV positivo Betano,Solo modelo,6,94.82,94.817000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Visita corners +4.5,CORNERS_AWAY OVER.4.5,CORNERS_AWAY:OVER_4_5,52.2%,0.522200,1.92,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,68.22,68.219000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Local tarjetas +2.5,CARDS_HOME OVER.2.5,CARDS_HOME:OVER_2_5,51.8%,0.518500,1.93,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,54.85,54.854000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Local corners +3.5,CORNERS_HOME OVER.3.5,CORNERS_HOME:OVER_3_5,50.8%,0.507600,1.97,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,66.76,66.762000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Local corners -3.5,CORNERS_HOME UNDER.3.5,CORNERS_HOME:UNDER_3_5,49.2%,0.492400,2.03,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,65.24,65.238000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Local tarjetas -2.5,CARDS_HOME UNDER.2.5,CARDS_HOME:UNDER_2_5,48.1%,0.481500,2.08,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,51.15,51.146000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,,Visita corners -4.5,CORNERS_AWAY UNDER.4.5,CORNERS_AWAY:UNDER_4_5,47.8%,0.477800,2.09,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,63.78,63.781000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
2026-09-19,11:30,Nottingham Forest vs Coventry,,Betano,Corners total +8.5,CORNERS_TOTALS OVER.8.5,CORNERS_TOTALS:OVER_8_5,47.7%,0.476900,2.10,,,,,,1.52,-0.28,-0.275100,-0.58,0.72,Sin cuota/EV,EV negativo Betano,Solo modelo,6,81.29,81.287000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/nottingham-forest-coventry-city/92004650/,torneo actual,torneo actual,4,4.0,4.0,2026-09-12 · Premier League · Aston Villa 1-2 Nottingham Forest (G); 2026-09-05 · Premier League · Nottingham Forest 0-0 Tottenham (E); 2026-08-29 · Premier League · Liverpool 2-2 Nottingham Forest (E); 2026-08-22 · Premier League · Nottingham Forest 0-1 Leeds (P),torneo actual,3,0.0,5.0,2026-09-05 · Premier League · Manchester City 1-0 Coventry (P); 2026-08-29 · Premier League · Coventry 0-1 Hull City (P); 2026-08-21 · Premier League · Arsenal 3-0 Coventry (P)
