fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-19,08:00,Udinese vs Cagliari,,,Local corners +3.5,CORNERS_HOME OVER.3.5,CORNERS_HOME:OVER_3_5,38.1%,0.380700,2.63,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,54.08,54.075000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita corners +6.5,CORNERS_AWAY OVER.6.5,CORNERS_AWAY:OVER_6_5,37.4%,0.373600,2.68,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,53.36,53.363000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita tarjetas +1.5,CARDS_AWAY OVER.1.5,CARDS_AWAY:OVER_1_5,35.5%,0.355400,2.81,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,38.54,38.536000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,Betano,Tarjetas total +4.5,CARDS_TOTALS OVER.4.5,CARDS_TOTALS:OVER_4_5,35.5%,0.355000,2.82,,,,,,2.42,-0.14,-0.140900,-0.40,0.86,Sin cuota/EV,EV negativo Betano,Solo modelo,3,49.24,49.241000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,William Hill,Betano,Gana local,1X2 HOME,1X2:HOME,32.7%,0.326800,3.06,2.62,-0.14,-0.143800,-0.44,0.86,2.25,-0.26,-0.264700,-0.81,0.74,EV negativo,EV negativo Betano,Evitar,7,53.85,53.853000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Local goles +1.5,TEAM_TOTAL_HOME OVER.1.5,TEAM_TOTAL_HOME:OVER_1_5,32.6%,0.326500,3.06,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,48.65,48.650000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,Betano,Corners total -7.5,CORNERS_TOTALS UNDER.7.5,CORNERS_TOTALS:UNDER_7_5,32.4%,0.323900,3.09,,,,,,2.90,-0.06,-0.060700,-0.19,0.94,Sin cuota/EV,EV negativo Betano,Solo modelo,6,69.42,69.419000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Local goles -0.5,TEAM_TOTAL_HOME UNDER.0.5,TEAM_TOTAL_HOME:UNDER_0_5,31.0%,0.310400,3.22,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,47.04,47.038000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita corners -4.5,CORNERS_AWAY UNDER.4.5,CORNERS_AWAY:UNDER_4_5,30.2%,0.302100,3.31,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,46.21,46.214000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Corners total +10.5,CORNERS_TOTALS OVER.10.5,CORNERS_TOTALS:OVER_10_5,29.4%,0.294000,3.40,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,59.40,59.401000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,William Hill,Betano,Goles -1.5,TOTALS UNDER.1.5,TOTALS:UNDER_1_5,28.7%,0.286600,3.49,1.55,-0.56,-0.555700,-1.94,0.44,3.00,-0.14,-0.140200,-0.49,0.86,EV negativo,EV negativo Betano,Evitar,1,10.42,10.417000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita tarjetas -0.5,CARDS_AWAY UNDER.0.5,CARDS_AWAY:UNDER_0_5,28.6%,0.286500,3.49,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,31.65,31.650000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Local tarjetas +3.5,CARDS_HOME OVER.3.5,CARDS_HOME:OVER_3_5,27.9%,0.278600,3.59,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,30.86,30.865000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,William Hill,Betano,Empate,1X2 DRAW,1X2:DRAW,26.9%,0.268700,3.72,2.05,-0.45,-0.449100,-1.67,0.55,3.20,-0.14,-0.140200,-0.52,0.86,EV negativo,EV negativo Betano,Evitar,7,40.55,40.548000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,SHOTS_ON_TARGET_TOTAL UNDER.7.5,SHOTS_ON_TARGET_TOTAL UNDER.7.5,SHOTS_ON_TARGET_TOTAL:UNDER_7_5,26.4%,0.264300,3.78,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,29.43,29.433000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,William Hill,Betano,1T -0.5,FIRST_HALF_TOTALS UNDER.0.5,FIRST_HALF_TOTALS:UNDER_0_5,26.4%,0.263700,3.79,2.62,-0.31,-0.309100,-1.17,0.69,2.52,-0.34,-0.335500,-1.27,0.66,EV negativo,EV negativo Betano,Evitar,5,29.44,29.436000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita goles -0.5,TEAM_TOTAL_AWAY UNDER.0.5,TEAM_TOTAL_AWAY:UNDER_0_5,26.4%,0.263600,3.79,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,42.36,42.361000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Local tarjetas -1.5,CARDS_HOME UNDER.1.5,CARDS_HOME:UNDER_1_5,25.5%,0.254700,3.93,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,28.47,28.471000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,Betano,Tarjetas total -2.5,CARDS_TOTALS UNDER.2.5,CARDS_TOTALS:UNDER_2_5,25.1%,0.250500,3.99,,,,,,3.15,-0.21,-0.210900,-0.84,0.79,Sin cuota/EV,EV negativo Betano,Solo modelo,3,37.68,37.678000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,William Hill,Betano,Goles +3.5,TOTALS OVER.3.5,TOTALS:OVER_3_5,24.3%,0.243100,4.11,15.00,2.65,2.646800,10.89,3.65,3.85,-0.06,-0.064100,-0.26,0.94,EV positivo,EV negativo Betano,Equilibrado,1,48.29,48.286000,Cuota API muy superior a la cuota justa: revisar manualmente antes de apostar,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Local corners +4.5,CORNERS_HOME OVER.4.5,CORNERS_HOME:OVER_4_5,20.6%,0.206200,4.85,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,36.62,36.616000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL:UNDER_26_5,20.6%,0.206100,4.85,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,23.61,23.607000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Tarjetas total +5.5,CARDS_TOTALS OVER.5.5,CARDS_TOTALS:OVER_5_5,20.2%,0.202000,4.95,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,28.20,28.204000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Corners total +11.5,CORNERS_TOTALS OVER.11.5,CORNERS_TOTALS:OVER_11_5,19.7%,0.197000,5.08,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,49.70,49.699000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita corners -3.5,CORNERS_AWAY UNDER.3.5,CORNERS_AWAY:UNDER_3_5,16.3%,0.162700,6.15,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,32.27,32.271000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,SHOTS_ON_TARGET_TOTAL UNDER.6.5,SHOTS_ON_TARGET_TOTAL UNDER.6.5,SHOTS_ON_TARGET_TOTAL:UNDER_6_5,16.2%,0.161800,6.18,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,19.18,19.176000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
2026-09-19,08:00,Udinese vs Cagliari,,,Visita goles +2.5,TEAM_TOTAL_AWAY OVER.2.5,TEAM_TOTAL_AWAY:OVER_2_5,15.1%,0.150600,6.64,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,31.06,31.062000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/udinese-calcio-cagliari-calcio/91542714/,torneo actual,torneo actual,3,5.0,5.0,2026-09-07 · Serie A · Udinese 1-2 Lazio (P); 2026-08-29 · Serie A · Monza 2-3 Udinese (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,4,4.0,2.0,2026-09-12 · Serie A · Atalanta 1-2 Cagliari (G); 2026-09-07 · Serie A · Cagliari 1-0 Lecce (G); 2026-08-30 · Serie A · Cagliari 0-1 Inter (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (G)
