fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_api,ev_api,ev_api_num,cuota_betano,ev_betano,ev_betano_num,estado_api,estado_betano,confianza,fuente,razon,riesgo,betano_url
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Local tarjetas +0.5,CARDS_HOME OVER.0.5,CARDS_HOME:OVER_0_5,93.9%,0.939200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,CARDS_AWAY:UNDER_3_5,92.1%,0.921200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL:OVER_18_5,91.1%,0.911100,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Local corners -6.5,CORNERS_HOME UNDER.6.5,CORNERS_HOME:UNDER_6_5,90.9%,0.909100,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,CORNERS_TOTALS:UNDER_11_5,89.5%,0.895200,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,CORNERS_AWAY:UNDER_6_5,87.9%,0.878600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,SHOTS_ON_TARGET_TOTAL OVER.6.5,SHOTS_ON_TARGET_TOTAL OVER.6.5,SHOTS_ON_TARGET_TOTAL:OVER_6_5,87.0%,0.869900,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,86.5%,0.864600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,10Bet,,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,86.1%,0.860800,1.22,0.05,0.050200,,,,EV positivo,No encontrado en Betano,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,CARDS_TOTALS:UNDER_6_5,84.4%,0.843600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Corners total -10.5,CORNERS_TOTALS UNDER.10.5,CORNERS_TOTALS:UNDER_10_5,82.6%,0.825700,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL:OVER_20_5,82.0%,0.819600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,81.6%,0.816300,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Local corners -5.5,CORNERS_HOME UNDER.5.5,CORNERS_HOME:UNDER_5_5,81.6%,0.815600,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Tarjetas total +2.5,CARDS_TOTALS OVER.2.5,CARDS_TOTALS:OVER_2_5,81.5%,0.814900,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,CARDS_AWAY:OVER_0_5,79.8%,0.798100,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,10Bet,,1T +0.5,FIRST_HALF_TOTALS OVER.0.5,FIRST_HALF_TOTALS:OVER_0_5,79.8%,0.798100,2.10,0.68,0.676000,,,,EV positivo,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,DOUBLE_CHANCE:12,78.4%,0.783700,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita tarjetas -2.5,CARDS_AWAY UNDER.2.5,CARDS_AWAY:UNDER_2_5,78.3%,0.783400,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,SHOTS_ON_TARGET_TOTAL OVER.7.5,SHOTS_ON_TARGET_TOTAL OVER.7.5,SHOTS_ON_TARGET_TOTAL:OVER_7_5,78.0%,0.779800,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita goles +0.5,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY:OVER_0_5,77.0%,0.770000,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Visita corners -5.5,CORNERS_AWAY UNDER.5.5,CORNERS_AWAY:UNDER_5_5,76.9%,0.769300,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,,,Local tarjetas +1.5,CARDS_HOME OVER.1.5,CARDS_HOME:OVER_1_5,76.9%,0.768900,,,,,,,Sin cuota/EV,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,
2026-07-17,13:00,FC Cajamarca vs Juan Pablo II College,10Bet,,Corners total -9.5,CORNERS_TOTALS UNDER.9.5,CORNERS_TOTALS:UNDER_9_5,72.9%,0.729000,1.70,0.24,0.239200,,,,EV positivo,No encontrado en Betano,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,
