fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-07-06,14:00,Portugal vs Spain,10Bet,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,99.6%,0.995500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,99.5%,0.995100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Local corners -6.5,CORNERS_HOME UNDER.6.5,99.3%,0.993100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-06,14:00,Portugal vs Spain,10Bet,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,98.3%,0.983400,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Local corners -5.5,CORNERS_HOME UNDER.5.5,97.7%,0.976700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-06,14:00,Portugal vs Spain,10Bet,Visita tarjetas -2.5,CARDS_AWAY UNDER.2.5,97.0%,0.969700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,95.3%,0.953500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,94.7%,0.947300,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-06,14:00,Portugal vs Spain,10Bet,Local corners -4.5,CORNERS_HOME UNDER.4.5,93.1%,0.931100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-06,14:00,Portugal vs Spain,10Bet,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY UNDER.2.5,92.0%,0.919700,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
