fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-24,02:00,Papua New Guinea vs New Caledonia,William Hill,,1T -1.5,FIRST_HALF_TOTALS UNDER.1.5,FIRST_HALF_TOTALS:UNDER_1_5,87.0%,0.869800,1.15,1.36,0.18,0.182900,0.21,1.18,,,,,,EV positivo,No encontrado en Betano,Valor,5,115.27,115.273000,,Betano no expuesto,Alta,contexto premium mixto,usa mezcla de promedios del torneo y recientes/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,83.0%,0.829500,1.21,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,94.95,94.948000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,Local goles -2.5,TEAM_TOTAL_HOME UNDER.2.5,TEAM_TOTAL_HOME:UNDER_2_5,80.5%,0.805100,1.24,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,92.51,92.511000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,William Hill,,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,79.0%,0.790400,1.26,2.15,0.70,0.699300,0.88,1.70,,,,,,EV positivo,No encontrado en Betano,Seguro,10,142.62,142.623000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,78.0%,0.780100,1.28,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,90.02,90.015000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,Visita goles +0.5,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY:OVER_0_5,75.7%,0.757400,1.32,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,87.74,87.744000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,DOUBLE_CHANCE:12,75.4%,0.754100,1.33,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,116.41,116.410000,,Betano no expuesto,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,riesgo propio del resultado final y variacion del modelo,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,William Hill,,Goles -3.5,TOTALS UNDER.3.5,TOTALS:UNDER_3_5,66.3%,0.662600,1.51,1.04,-0.31,-0.310900,-0.47,0.69,,,,,,EV negativo,No encontrado en Betano,Revisar,10,102.66,102.662000,Cuota por debajo de la cuota justa: valor limitado,Betano no expuesto,Media,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,DOUBLE_CHANCE 1X,DOUBLE_CHANCE 1X,DOUBLE_CHANCE:1X,64.5%,0.644800,1.55,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,105.48,105.479000,,Betano no expuesto,Media,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,riesgo propio del resultado final y variacion del modelo,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
2026-09-24,02:00,Papua New Guinea vs New Caledonia,,,DOUBLE_CHANCE X2,DOUBLE_CHANCE X2,DOUBLE_CHANCE:X2,60.1%,0.601100,1.66,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,101.11,101.112000,,Betano no expuesto,Media,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,riesgo propio del resultado final y variacion del modelo,,fallback ultimos partidos,fallback ultimos partidos,9,14.0,12.0,2025-11-23 · Friendlies · Papua New Guinea 1-1 Vanuatu (E); 2025-11-20 · Friendlies · Papua New Guinea 2-0 Fiji (G); 2025-11-13 · Friendlies · Papua New Guinea 1-0 Solomon Islands (G); 2024-12-20 · Friendlies · Vanuatu 1-2 Papua New Guinea (G); 2024-11-17 · World Cup - Qualification Oceania · Papua New Guinea 1-2 Solomon Islands (P); 2024-11-14 · World Cup - Qualification Oceania · Papua New Guinea 3-3 Fiji (E); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (P); 2024-06-21 · OFC Nations Cup · Samoa 1-2 Papua New Guinea (G); 2024-06-18 · OFC Nations Cup · Papua New Guinea 1-1 Tahiti (E),fallback ultimos partidos,8,12.0,10.0,2026-09-20 · Friendlies · New Caledonia 0-2 Solomon Islands (P); 2026-03-26 · World Cup - Qualification Intercontinental Play-offs · New Caledonia 0-1 Jamaica (P); 2025-10-08 · Friendlies · Gibraltar 0-2 New Caledonia (G); 2025-03-24 · World Cup - Qualification Oceania · New Caledonia 0-3 New Zealand (P); 2025-03-20 · World Cup - Qualification Oceania · New Caledonia 3-0 Tahiti (G); 2024-11-16 · World Cup - Qualification Oceania · Fiji 1-1 New Caledonia (E); 2024-11-13 · World Cup - Qualification Oceania · Solomon Islands 2-3 New Caledonia (G); 2024-10-09 · World Cup - Qualification Oceania · New Caledonia 3-1 Papua New Guinea (G)
