fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-07-03,13:00,Australia vs Egypt,10Bet,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,95.0%,0.949500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,Local corners -6.5,CORNERS_HOME UNDER.6.5,94.7%,0.946800,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,TEAM_TOTAL_HOME UNDER.2.5,TEAM_TOTAL_HOME UNDER.2.5,93.7%,0.937100,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-07-03,13:00,Australia vs Egypt,10Bet,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,92.1%,0.921100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,91.2%,0.911700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL OVER.20.5,88.7%,0.887100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY UNDER.2.5,88.7%,0.886600,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-07-03,13:00,Australia vs Egypt,10Bet,Local corners -5.5,CORNERS_HOME UNDER.5.5,87.9%,0.878800,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,86.5%,0.864700,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,85.7%,0.857100,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Goles -3.5,TOTALS UNDER.3.5,84.5%,0.844900,1.14,-0.04,-0.036800,EV negativo,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-07-03,13:00,Australia vs Egypt,10Bet,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,83.5%,0.834800,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Visita corners +3.5,CORNERS_AWAY OVER.3.5,81.7%,0.816500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,Local tarjetas +0.5,CARDS_HOME OVER.0.5,81.1%,0.811200,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,80.3%,0.803000,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,SHOTS_TOTAL OVER.22.5,SHOTS_TOTAL OVER.22.5,78.7%,0.787000,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,TEAM_TOTAL_HOME UNDER.1.5,TEAM_TOTAL_HOME UNDER.1.5,77.2%,0.772500,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-07-03,13:00,Australia vs Egypt,10Bet,Local tarjetas -2.5,CARDS_HOME UNDER.2.5,76.6%,0.765900,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Local corners -4.5,CORNERS_HOME UNDER.4.5,75.6%,0.756500,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,DOUBLE_CHANCE X2,DOUBLE_CHANCE X2,71.8%,0.718100,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-07-03,13:00,Australia vs Egypt,10Bet,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL UNDER.9.5,71.7%,0.716600,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,Tarjetas total +2.5,CARDS_TOTALS OVER.2.5,70.9%,0.708900,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,Corners total -10.5,CORNERS_TOTALS UNDER.10.5,70.6%,0.706000,,,,Sin cuota/EV,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-07-03,13:00,Australia vs Egypt,10Bet,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,70.1%,0.701200,,,,Sin cuota/EV,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-07-03,13:00,Australia vs Egypt,10Bet,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,69.4%,0.693600,,,,Sin cuota/EV,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-07-03,13:00,Australia vs Egypt,10Bet,1T +0.5,FIRST_HALF_TOTALS OVER.0.5,68.9%,0.688700,2.25,0.55,0.549600,EV positivo,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones
