fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-14,11:30,Como vs Parma,,,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,CARDS_HOME:UNDER_3_5,100.0%,0.999600,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,102.96,102.961000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,CARDS_TOTALS:UNDER_6_5,99.6%,0.995500,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,107.55,107.547000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas -2.5,CARDS_HOME UNDER.2.5,CARDS_HOME:UNDER_2_5,99.5%,0.995200,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,102.52,102.520000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL:OVER_18_5,98.4%,0.983900,1.02,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,101.39,101.394000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,CARDS_TOTALS:UNDER_5_5,98.3%,0.983400,1.02,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,106.34,106.344000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,97.0%,0.969800,1.03,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,112.98,112.979000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL OVER.20.5,SHOTS_TOTAL:OVER_20_5,95.7%,0.957400,1.04,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,98.74,98.743000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,CORNERS_AWAY:UNDER_6_5,95.7%,0.957400,1.04,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,111.74,111.736000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas -1.5,CARDS_HOME UNDER.1.5,CARDS_HOME:UNDER_1_5,95.5%,0.955500,1.05,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,98.55,98.545000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,Betano,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,CARDS_TOTALS:UNDER_4_5,94.7%,0.947300,1.06,,,,,,1.36,0.29,0.288300,0.30,1.29,Sin cuota/EV,EV positivo Betano,Solo modelo,3,115.35,115.348000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,CARDS_AWAY:UNDER_3_5,91.2%,0.911700,1.10,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,94.17,94.168000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL OVER.22.5,SHOTS_TOTAL OVER.22.5,SHOTS_TOTAL:OVER_22_5,90.5%,0.905500,1.10,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,93.55,93.547000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita corners -5.5,CORNERS_AWAY UNDER.5.5,CORNERS_AWAY:UNDER_5_5,89.8%,0.898300,1.11,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,105.83,105.832000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,DOUBLE_CHANCE 1X,DOUBLE_CHANCE 1X,DOUBLE_CHANCE:1X,88.4%,0.884200,1.13,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,133.42,133.424000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,86.2%,0.861700,1.16,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,102.17,102.171000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,Betano,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,CARDS_TOTALS:UNDER_3_5,85.7%,0.857100,1.17,,,,,,1.75,0.50,0.499900,0.58,1.50,Sin cuota/EV,EV positivo Betano,Solo modelo,3,109.71,109.710000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita goles -1.5,TEAM_TOTAL_AWAY UNDER.1.5,TEAM_TOTAL_AWAY:UNDER_1_5,85.6%,0.855700,1.17,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,101.57,101.573000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,DNB local,DRAW_NO_BET HOME,DRAW_NO_BET:HOME,85.5%,0.855200,1.17,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,130.52,130.524000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local corners +3.5,CORNERS_HOME OVER.3.5,CORNERS_HOME:OVER_3_5,84.9%,0.848800,1.18,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,100.88,100.880000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL:OVER_24_5,82.0%,0.820400,1.22,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,85.04,85.038000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,CARDS_AWAY:OVER_0_5,81.1%,0.811200,1.23,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,84.12,84.119000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,DOUBLE_CHANCE 12,DOUBLE_CHANCE 12,DOUBLE_CHANCE:12,80.0%,0.799700,1.25,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,124.97,124.970000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Corners total -11.5,CORNERS_TOTALS UNDER.11.5,CORNERS_TOTALS:UNDER_11_5,78.6%,0.786500,1.27,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,108.65,108.651000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita corners -4.5,CORNERS_AWAY UNDER.4.5,CORNERS_AWAY:UNDER_4_5,78.6%,0.786500,1.27,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,94.65,94.646000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,William Hill,Betano,1T +0.5,FIRST_HALF_TOTALS OVER.0.5,FIRST_HALF_TOTALS:OVER_0_5,77.7%,0.776900,1.29,1.30,0.01,0.009900,0.01,1.01,1.35,0.05,0.048800,0.06,1.05,EV negativo,EV positivo Betano,Equilibrado,5,111.65,111.647000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita tarjetas -2.5,CARDS_AWAY UNDER.2.5,CARDS_AWAY:UNDER_2_5,76.6%,0.765900,1.31,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,79.59,79.591000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_ON_TARGET_TOTAL OVER.6.5,SHOTS_ON_TARGET_TOTAL OVER.6.5,SHOTS_ON_TARGET_TOTAL:OVER_6_5,76.1%,0.761100,1.31,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,79.11,79.113000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,William Hill,Betano,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,74.1%,0.741300,1.35,1.95,0.45,0.445500,0.60,1.45,1.23,-0.09,-0.088200,-0.12,0.91,EV positivo,EV negativo Betano,Seguro,10,143.74,143.736000,,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,William Hill,Betano,Goles -3.5,TOTALS UNDER.3.5,TOTALS:UNDER_3_5,72.6%,0.726000,1.38,1.06,-0.23,-0.230400,-0.32,0.77,1.50,0.09,0.089000,0.12,1.09,EV negativo,EV positivo Betano,Evitar,10,108.88,108.880000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Alta,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas -0.5,CARDS_HOME UNDER.0.5,CARDS_HOME:UNDER_0_5,71.7%,0.716800,1.40,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,74.68,74.677000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
