fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local corners +3.5,CORNERS_HOME OVER.3.5,46.3%,0.463400,2.15,-0.00,-0.003800,EV negativo,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local tarjetas +2.5,Local tarjetas +2.5,45.6%,0.456200,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Corners total +9.5,CORNERS_TOTALS OVER.9.5,44.5%,0.445500,1.95,-0.13,-0.131300,EV negativo,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,TEAM_TOTAL_HOME UNDER.0.5,TEAM_TOTAL_HOME UNDER.0.5,44.5%,0.445200,,,,Sin cuota/EV,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita tarjetas +1.5,Visita tarjetas +1.5,44.2%,0.442200,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,43.4%,0.433500,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Corners total -8.5,CORNERS_TOTALS UNDER.8.5,42.3%,0.423200,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Goles -2.5,TOTALS UNDER.2.5,41.0%,0.410400,1.30,-0.47,-0.466400,EV negativo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,TEAM_TOTAL_AWAY OVER.2.5,TEAM_TOTAL_AWAY OVER.2.5,39.0%,0.390100,,,,Sin cuota/EV,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Tarjetas total +4.5,CARDS_TOTALS OVER.4.5,37.1%,0.371200,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Goles +3.5,TOTALS OVER.3.5,36.6%,0.365700,2.30,-0.16,-0.159000,EV negativo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,1T +1.5,FIRST_HALF_TOTALS OVER.1.5,35.5%,0.355400,2.75,-0.02,-0.022700,EV negativo,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita corners +6.5,CORNERS_AWAY OVER.6.5,35.4%,0.353600,1.73,-0.39,-0.388300,EV negativo,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,TEAM_TOTAL_AWAY UNDER.1.5,TEAM_TOTAL_AWAY UNDER.1.5,34.3%,0.343100,,,,Sin cuota/EV,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Corners total +10.5,CORNERS_TOTALS OVER.10.5,32.4%,0.324000,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita corners -4.5,CORNERS_AWAY UNDER.4.5,32.0%,0.319900,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,DOUBLE_CHANCE 1X,DOUBLE_CHANCE 1X,30.0%,0.300100,,,,Sin cuota/EV,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Corners total -7.5,CORNERS_TOTALS UNDER.7.5,29.5%,0.295400,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL UNDER.9.5,28.9%,0.288800,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local tarjetas -1.5,Local tarjetas -1.5,28.7%,0.287300,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,1T -0.5,FIRST_HALF_TOTALS UNDER.0.5,28.6%,0.286500,3.10,-0.11,-0.111800,EV negativo,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local corners +4.5,CORNERS_HOME OVER.4.5,27.5%,0.274600,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
